GENEID,TXNAME
K562_RS22230,K562_RS22230
K562_RS22235,K562_RS22235
K562_RS22240,K562_RS22240
K562_RS22245,K562_RS22245
K562_RS22250,K562_RS22250
K562_RS22255,K562_RS22255
K562_RS22260,K562_RS22260
K562_RS22265,K562_RS22265
K562_RS22270,K562_RS22270
K562_RS22275,K562_RS22275
K562_RS22280,K562_RS22280
K562_RS22285,K562_RS22285
K562_RS22290,K562_RS22290
K562_RS22295,K562_RS22295
K562_RS22300,K562_RS22300
K562_RS22305,K562_RS22305
K562_RS22310,K562_RS22310
K562_RS22315,K562_RS22315
K562_RS22320,K562_RS22320
K562_RS22325,K562_RS22325
K562_RS22330,K562_RS22330
K562_RS22335,K562_RS22335
K562_RS22340,K562_RS22340
K562_RS22345,K562_RS22345
K562_RS22350,K562_RS22350
K562_RS22360,K562_RS22360
K562_RS22365,K562_RS22365
K562_RS22370,K562_RS22370
K562_RS22375,K562_RS22375
K562_RS22380,K562_RS22380
K562_RS22385,K562_RS22385
K562_RS22390,K562_RS22390
K562_RS22395,K562_RS22395
K562_RS22400,K562_RS22400
K562_RS22405,K562_RS22405
K562_RS22410,K562_RS22410
K562_RS22415,K562_RS22415
K562_RS22420,K562_RS22420
K562_RS22425,K562_RS22425
K562_RS22430,K562_RS22430
K562_RS22435,K562_RS22435
K562_RS22440,K562_RS22440
K562_RS22445,K562_RS22445
K562_RS22450,K562_RS22450
K562_RS22455,K562_RS22455
K562_RS22460,K562_RS22460
K562_RS22465,K562_RS22465
K562_RS22470,K562_RS22470
K562_RS22475,K562_RS22475
K562_RS22480,K562_RS22480
K562_RS22485,K562_RS22485
K562_RS22490,K562_RS22490
K562_RS22495,K562_RS22495
K562_RS22500,K562_RS22500
K562_RS22505,K562_RS22505
K562_RS22510,K562_RS22510
K562_RS22515,K562_RS22515
K562_RS22520,K562_RS22520
K562_RS22525,K562_RS22525
K562_RS22530,K562_RS22530
K562_RS22535,K562_RS22535
K562_RS22540,K562_RS22540
K562_RS22545,K562_RS22545
K562_RS22550,K562_RS22550
K562_RS22555,K562_RS22555
K562_RS22560,K562_RS22560
K562_RS22565,K562_RS22565
K562_RS22570,K562_RS22570
K562_RS22575,K562_RS22575
K562_RS22580,K562_RS22580
K562_RS22585,K562_RS22585
K562_RS22590,K562_RS22590
K562_RS22595,K562_RS22595
K562_RS22600,K562_RS22600
K562_RS22605,K562_RS22605
K562_RS22610,K562_RS22610
K562_RS22615,K562_RS22615
K562_RS22620,K562_RS22620
K562_RS35550,K562_RS35550
K562_RS22630,K562_RS22630
K562_RS22635,K562_RS22635
K562_RS22640,K562_RS22640
K562_RS22645,K562_RS22645
K562_RS22650,K562_RS22650
K562_RS22655,K562_RS22655
K562_RS22660,K562_RS22660
K562_RS22665,K562_RS22665
K562_RS35555,K562_RS35555
K562_RS22670,K562_RS22670
K562_RS22675,K562_RS22675
K562_RS35560,K562_RS35560
K562_RS22680,K562_RS22680
K562_RS22685,K562_RS22685
K562_RS22690,K562_RS22690
K562_RS22695,K562_RS22695
K562_RS22700,K562_RS22700
K562_RS22705,K562_RS22705
K562_RS22710,K562_RS22710
K562_RS22715,K562_RS22715
K562_RS22720,K562_RS22720
K562_RS22725,K562_RS22725
K562_RS22730,K562_RS22730
K562_RS22735,K562_RS22735
K562_RS22740,K562_RS22740
K562_RS22745,K562_RS22745
K562_RS22750,K562_RS22750
K562_RS22755,K562_RS22755
K562_RS22760,K562_RS22760
K562_RS22765,K562_RS22765
K562_RS22770,K562_RS22770
K562_RS22775,K562_RS22775
K562_RS22780,K562_RS22780
K562_RS22785,K562_RS22785
K562_RS22790,K562_RS22790
K562_RS22795,K562_RS22795
K562_RS22800,K562_RS22800
K562_RS22805,K562_RS22805
K562_RS22810,K562_RS22810
K562_RS22815,K562_RS22815
K562_RS22820,K562_RS22820
K562_RS22825,K562_RS22825
K562_RS22830,K562_RS22830
K562_RS22835,K562_RS22835
K562_RS22840,K562_RS22840
K562_RS22845,K562_RS22845
K562_RS22850,K562_RS22850
K562_RS22855,K562_RS22855
K562_RS22860,K562_RS22860
K562_RS22865,K562_RS22865
K562_RS22870,K562_RS22870
K562_RS22875,K562_RS22875
K562_RS22880,K562_RS22880
K562_RS22885,K562_RS22885
K562_RS22890,K562_RS22890
K562_RS22895,K562_RS22895
K562_RS22900,K562_RS22900
K562_RS22905,K562_RS22905
K562_RS22910,K562_RS22910
K562_RS22915,K562_RS22915
K562_RS22920,K562_RS22920
K562_RS22925,K562_RS22925
K562_RS22930,K562_RS22930
K562_RS22935,K562_RS22935
K562_RS22940,K562_RS22940
K562_RS22945,K562_RS22945
K562_RS22950,K562_RS22950
K562_RS22955,K562_RS22955
K562_RS22960,K562_RS22960
K562_RS22965,K562_RS22965
K562_RS22970,K562_RS22970
K562_RS22975,K562_RS22975
K562_RS22980,K562_RS22980
K562_RS22985,K562_RS22985
K562_RS22990,K562_RS22990
K562_RS22995,K562_RS22995
K562_RS23000,K562_RS23000
K562_RS23005,K562_RS23005
K562_RS23010,K562_RS23010
K562_RS23015,K562_RS23015
K562_RS23020,K562_RS23020
K562_RS23025,K562_RS23025
K562_RS23030,K562_RS23030
K562_RS23035,K562_RS23035
K562_RS23040,K562_RS23040
K562_RS23045,K562_RS23045
K562_RS23050,K562_RS23050
K562_RS23055,K562_RS23055
K562_RS23060,K562_RS23060
K562_RS23065,K562_RS23065
K562_RS23070,K562_RS23070
K562_RS23075,K562_RS23075
K562_RS23080,K562_RS23080
K562_RS23085,K562_RS23085
K562_RS23090,K562_RS23090
K562_RS23095,K562_RS23095
K562_RS23100,K562_RS23100
K562_RS23105,K562_RS23105
K562_RS23110,K562_RS23110
K562_RS23115,K562_RS23115
K562_RS23120,K562_RS23120
K562_RS23125,K562_RS23125
K562_RS23130,K562_RS23130
K562_RS23135,K562_RS23135
K562_RS23140,K562_RS23140
K562_RS23145,K562_RS23145
K562_RS23150,K562_RS23150
K562_RS23155,K562_RS23155
K562_RS23160,K562_RS23160
K562_RS23165,K562_RS23165
K562_RS23170,K562_RS23170
K562_RS23175,K562_RS23175
K562_RS23180,K562_RS23180
K562_RS23185,K562_RS23185
K562_RS23190,K562_RS23190
K562_RS23195,K562_RS23195
K562_RS23200,K562_RS23200
K562_RS23205,K562_RS23205
K562_RS23210,K562_RS23210
K562_RS23215,K562_RS23215
K562_RS23220,K562_RS23220
K562_RS23225,K562_RS23225
K562_RS23230,K562_RS23230
K562_RS23235,K562_RS23235
K562_RS23240,K562_RS23240
K562_RS23245,K562_RS23245
K562_RS23250,K562_RS23250
K562_RS23255,K562_RS23255
K562_RS23260,K562_RS23260
K562_RS23265,K562_RS23265
K562_RS23270,K562_RS23270
K562_RS23275,K562_RS23275
K562_RS23280,K562_RS23280
K562_RS23285,K562_RS23285
K562_RS23290,K562_RS23290
K562_RS23295,K562_RS23295
K562_RS23300,K562_RS23300
K562_RS23305,K562_RS23305
K562_RS23310,K562_RS23310
K562_RS23315,K562_RS23315
K562_RS23320,K562_RS23320
K562_RS23325,K562_RS23325
K562_RS23330,K562_RS23330
K562_RS23335,K562_RS23335
K562_RS23340,K562_RS23340
K562_RS23345,K562_RS23345
K562_RS23350,K562_RS23350
K562_RS23355,K562_RS23355
K562_RS23360,K562_RS23360
K562_RS23365,K562_RS23365
K562_RS23370,K562_RS23370
K562_RS23375,K562_RS23375
K562_RS23380,K562_RS23380
K562_RS23385,K562_RS23385
K562_RS23390,K562_RS23390
K562_RS23395,K562_RS23395
K562_RS23400,K562_RS23400
K562_RS23405,K562_RS23405
K562_RS23410,K562_RS23410
K562_RS23415,K562_RS23415
K562_RS23420,K562_RS23420
K562_RS23425,K562_RS23425
K562_RS23430,K562_RS23430
K562_RS23435,K562_RS23435
K562_RS23440,K562_RS23440
K562_RS23445,K562_RS23445
K562_RS23450,K562_RS23450
K562_RS23455,K562_RS23455
K562_RS23460,K562_RS23460
K562_RS23465,K562_RS23465
K562_RS23470,K562_RS23470
K562_RS23475,K562_RS23475
K562_RS23480,K562_RS23480
K562_RS35815,K562_RS35815
K562_RS23490,K562_RS23490
K562_RS23495,K562_RS23495
K562_RS23500,K562_RS23500
K562_RS23505,K562_RS23505
K562_RS23510,K562_RS23510
K562_RS23515,K562_RS23515
K562_RS23520,K562_RS23520
K562_RS23525,K562_RS23525
K562_RS23530,K562_RS23530
K562_RS23535,K562_RS23535
K562_RS23540,K562_RS23540
K562_RS23545,K562_RS23545
K562_RS23550,K562_RS23550
K562_RS23555,K562_RS23555
K562_RS23560,K562_RS23560
K562_RS23565,K562_RS23565
K562_RS23570,K562_RS23570
K562_RS23575,K562_RS23575
K562_RS23580,K562_RS23580
K562_RS23585,K562_RS23585
K562_RS23590,K562_RS23590
K562_RS23595,K562_RS23595
K562_RS23600,K562_RS23600
K562_RS23605,K562_RS23605
K562_RS23610,K562_RS23610
K562_RS23615,K562_RS23615
K562_RS23620,K562_RS23620
K562_RS23625,K562_RS23625
K562_RS23630,K562_RS23630
K562_RS23635,K562_RS23635
K562_RS23640,K562_RS23640
K562_RS23645,K562_RS23645
K562_RS23650,K562_RS23650
K562_RS23655,K562_RS23655
K562_RS23660,K562_RS23660
K562_RS23665,K562_RS23665
K562_RS23670,K562_RS23670
K562_RS23675,K562_RS23675
K562_RS23680,K562_RS23680
K562_RS23685,K562_RS23685
K562_RS23690,K562_RS23690
K562_RS23695,K562_RS23695
K562_RS23700,K562_RS23700
K562_RS23705,K562_RS23705
K562_RS23710,K562_RS23710
K562_RS23715,K562_RS23715
K562_RS23720,K562_RS23720
K562_RS23725,K562_RS23725
K562_RS23730,K562_RS23730
K562_RS23735,K562_RS23735
K562_RS23740,K562_RS23740
K562_RS23745,K562_RS23745
K562_RS23750,K562_RS23750
K562_RS23755,K562_RS23755
K562_RS23760,K562_RS23760
K562_RS23765,K562_RS23765
K562_RS23770,K562_RS23770
K562_RS23775,K562_RS23775
K562_RS23780,K562_RS23780
K562_RS23785,K562_RS23785
K562_RS23790,K562_RS23790
K562_RS23795,K562_RS23795
K562_RS23800,K562_RS23800
K562_RS23805,K562_RS23805
K562_RS23810,K562_RS23810
K562_RS23815,K562_RS23815
K562_RS23820,K562_RS23820
K562_RS23825,K562_RS23825
K562_RS23830,K562_RS23830
K562_RS23835,K562_RS23835
K562_RS23840,K562_RS23840
K562_RS23845,K562_RS23845
K562_RS35575,K562_RS35575
K562_RS23850,K562_RS23850
K562_RS23855,K562_RS23855
K562_RS23860,K562_RS23860
K562_RS23865,K562_RS23865
K562_RS23870,K562_RS23870
K562_RS23875,K562_RS23875
K562_RS23880,K562_RS23880
K562_RS23885,K562_RS23885
K562_RS23890,K562_RS23890
K562_RS23895,K562_RS23895
K562_RS23900,K562_RS23900
K562_RS23905,K562_RS23905
K562_RS23910,K562_RS23910
K562_RS23915,K562_RS23915
K562_RS23920,K562_RS23920
K562_RS23925,K562_RS23925
K562_RS23930,K562_RS23930
K562_RS23935,K562_RS23935
K562_RS23940,K562_RS23940
K562_RS23945,K562_RS23945
K562_RS23950,K562_RS23950
K562_RS23955,K562_RS23955
K562_RS23960,K562_RS23960
K562_RS23965,K562_RS23965
K562_RS23970,K562_RS23970
K562_RS23975,K562_RS23975
K562_RS23980,K562_RS23980
K562_RS23985,K562_RS23985
K562_RS23990,K562_RS23990
K562_RS23995,K562_RS23995
K562_RS24000,K562_RS24000
K562_RS24005,K562_RS24005
K562_RS24010,K562_RS24010
K562_RS24015,K562_RS24015
K562_RS24020,K562_RS24020
K562_RS24025,K562_RS24025
K562_RS24030,K562_RS24030
K562_RS24035,K562_RS24035
K562_RS24040,K562_RS24040
K562_RS24045,K562_RS24045
K562_RS24050,K562_RS24050
K562_RS24055,K562_RS24055
K562_RS24060,K562_RS24060
K562_RS24065,K562_RS24065
K562_RS24070,K562_RS24070
K562_RS24075,K562_RS24075
K562_RS24080,K562_RS24080
K562_RS24085,K562_RS24085
K562_RS24090,K562_RS24090
K562_RS24095,K562_RS24095
K562_RS24100,K562_RS24100
K562_RS24105,K562_RS24105
K562_RS24110,K562_RS24110
K562_RS24115,K562_RS24115
K562_RS24120,K562_RS24120
K562_RS24125,K562_RS24125
K562_RS24130,K562_RS24130
K562_RS24135,K562_RS24135
K562_RS24140,K562_RS24140
K562_RS24145,K562_RS24145
K562_RS24150,K562_RS24150
K562_RS24155,K562_RS24155
K562_RS24160,K562_RS24160
K562_RS24165,K562_RS24165
K562_RS24170,K562_RS24170
K562_RS24175,K562_RS24175
K562_RS24180,K562_RS24180
K562_RS24185,K562_RS24185
K562_RS24190,K562_RS24190
K562_RS24195,K562_RS24195
K562_RS24200,K562_RS24200
K562_RS24205,K562_RS24205
K562_RS24210,K562_RS24210
K562_RS24215,K562_RS24215
K562_RS24220,K562_RS24220
K562_RS24225,K562_RS24225
K562_RS24230,K562_RS24230
K562_RS24235,K562_RS24235
K562_RS24240,K562_RS24240
K562_RS24245,K562_RS24245
K562_RS24250,K562_RS24250
K562_RS24255,K562_RS24255
K562_RS24260,K562_RS24260
K562_RS24265,K562_RS24265
K562_RS24270,K562_RS24270
K562_RS24275,K562_RS24275
K562_RS24280,K562_RS24280
K562_RS24285,K562_RS24285
K562_RS24290,K562_RS24290
K562_RS24295,K562_RS24295
K562_RS24300,K562_RS24300
K562_RS24305,K562_RS24305
K562_RS24310,K562_RS24310
K562_RS24315,K562_RS24315
K562_RS24320,K562_RS24320
K562_RS24325,K562_RS24325
K562_RS24330,K562_RS24330
K562_RS24335,K562_RS24335
K562_RS24340,K562_RS24340
K562_RS24345,K562_RS24345
K562_RS24350,K562_RS24350
K562_RS24355,K562_RS24355
K562_RS24360,K562_RS24360
K562_RS24365,K562_RS24365
K562_RS24370,K562_RS24370
K562_RS24375,K562_RS24375
K562_RS24380,K562_RS24380
K562_RS24385,K562_RS24385
K562_RS24390,K562_RS24390
K562_RS24395,K562_RS24395
K562_RS24400,K562_RS24400
K562_RS24405,K562_RS24405
K562_RS24410,K562_RS24410
K562_RS24415,K562_RS24415
K562_RS24420,K562_RS24420
K562_RS24425,K562_RS24425
K562_RS24430,K562_RS24430
K562_RS24435,K562_RS24435
K562_RS24440,K562_RS24440
K562_RS24445,K562_RS24445
K562_RS24450,K562_RS24450
K562_RS24455,K562_RS24455
K562_RS24460,K562_RS24460
K562_RS24465,K562_RS24465
K562_RS24470,K562_RS24470
K562_RS24475,K562_RS24475
K562_RS24480,K562_RS24480
K562_RS24485,K562_RS24485
K562_RS24490,K562_RS24490
K562_RS24495,K562_RS24495
K562_RS24500,K562_RS24500
K562_RS24505,K562_RS24505
K562_RS24510,K562_RS24510
K562_RS24515,K562_RS24515
K562_RS24520,K562_RS24520
K562_RS24525,K562_RS24525
K562_RS24530,K562_RS24530
K562_RS24535,K562_RS24535
K562_RS24540,K562_RS24540
K562_RS24545,K562_RS24545
K562_RS24550,K562_RS24550
K562_RS24555,K562_RS24555
K562_RS24560,K562_RS24560
K562_RS24565,K562_RS24565
K562_RS24570,K562_RS24570
K562_RS24575,K562_RS24575
K562_RS24580,K562_RS24580
K562_RS24585,K562_RS24585
K562_RS24590,K562_RS24590
K562_RS24595,K562_RS24595
K562_RS24600,K562_RS24600
K562_RS24605,K562_RS24605
K562_RS24610,K562_RS24610
K562_RS24615,K562_RS24615
K562_RS24620,K562_RS24620
K562_RS24625,K562_RS24625
K562_RS24630,K562_RS24630
K562_RS24635,K562_RS24635
K562_RS24640,K562_RS24640
K562_RS24645,K562_RS24645
K562_RS24650,K562_RS24650
K562_RS24655,K562_RS24655
K562_RS24660,K562_RS24660
K562_RS24665,K562_RS24665
K562_RS24670,K562_RS24670
K562_RS24675,K562_RS24675
K562_RS24680,K562_RS24680
K562_RS24685,K562_RS24685
K562_RS24690,K562_RS24690
K562_RS24695,K562_RS24695
K562_RS24700,K562_RS24700
K562_RS24705,K562_RS24705
K562_RS24710,K562_RS24710
K562_RS24715,K562_RS24715
K562_RS24720,K562_RS24720
K562_RS24725,K562_RS24725
K562_RS24730,K562_RS24730
K562_RS24735,K562_RS24735
K562_RS24740,K562_RS24740
K562_RS24745,K562_RS24745
K562_RS24750,K562_RS24750
K562_RS24755,K562_RS24755
K562_RS24760,K562_RS24760
K562_RS24765,K562_RS24765
K562_RS24770,K562_RS24770
K562_RS24775,K562_RS24775
K562_RS24780,K562_RS24780
K562_RS24785,K562_RS24785
K562_RS24790,K562_RS24790
K562_RS24795,K562_RS24795
K562_RS24800,K562_RS24800
K562_RS24805,K562_RS24805
K562_RS24810,K562_RS24810
K562_RS24815,K562_RS24815
K562_RS24820,K562_RS24820
K562_RS24825,K562_RS24825
K562_RS24830,K562_RS24830
K562_RS24835,K562_RS24835
K562_RS24840,K562_RS24840
K562_RS24845,K562_RS24845
K562_RS24850,K562_RS24850
K562_RS24855,K562_RS24855
K562_RS24860,K562_RS24860
K562_RS24865,K562_RS24865
K562_RS24870,K562_RS24870
K562_RS24875,K562_RS24875
K562_RS24880,K562_RS24880
K562_RS24885,K562_RS24885
K562_RS24890,K562_RS24890
K562_RS24895,K562_RS24895
K562_RS24900,K562_RS24900
K562_RS24905,K562_RS24905
K562_RS24910,K562_RS24910
K562_RS24915,K562_RS24915
K562_RS24920,K562_RS24920
K562_RS24925,K562_RS24925
K562_RS24930,K562_RS24930
K562_RS24935,K562_RS24935
K562_RS24940,K562_RS24940
K562_RS24945,K562_RS24945
K562_RS24950,K562_RS24950
K562_RS24955,K562_RS24955
K562_RS24960,K562_RS24960
K562_RS24965,K562_RS24965
K562_RS24970,K562_RS24970
K562_RS24975,K562_RS24975
K562_RS24980,K562_RS24980
K562_RS24985,K562_RS24985
K562_RS24990,K562_RS24990
K562_RS24995,K562_RS24995
K562_RS25000,K562_RS25000
K562_RS25005,K562_RS25005
K562_RS25010,K562_RS25010
K562_RS25015,K562_RS25015
K562_RS25020,K562_RS25020
K562_RS25025,K562_RS25025
K562_RS25030,K562_RS25030
K562_RS25035,K562_RS25035
K562_RS25040,K562_RS25040
K562_RS25045,K562_RS25045
K562_RS35820,K562_RS35820
K562_RS25055,K562_RS25055
K562_RS25060,K562_RS25060
K562_RS25065,K562_RS25065
K562_RS25070,K562_RS25070
K562_RS25075,K562_RS25075
K562_RS25080,K562_RS25080
K562_RS25085,K562_RS25085
K562_RS25090,K562_RS25090
K562_RS25095,K562_RS25095
K562_RS25100,K562_RS25100
K562_RS25105,K562_RS25105
K562_RS25110,K562_RS25110
K562_RS25115,K562_RS25115
K562_RS25120,K562_RS25120
K562_RS25125,K562_RS25125
K562_RS25130,K562_RS25130
K562_RS25135,K562_RS25135
K562_RS25140,K562_RS25140
K562_RS25145,K562_RS25145
K562_RS25150,K562_RS25150
K562_RS25155,K562_RS25155
K562_RS25160,K562_RS25160
K562_RS25165,K562_RS25165
K562_RS25170,K562_RS25170
K562_RS25175,K562_RS25175
K562_RS25180,K562_RS25180
K562_RS25185,K562_RS25185
K562_RS25190,K562_RS25190
K562_RS25195,K562_RS25195
K562_RS25200,K562_RS25200
K562_RS25205,K562_RS25205
K562_RS25210,K562_RS25210
K562_RS25215,K562_RS25215
K562_RS25220,K562_RS25220
K562_RS25225,K562_RS25225
K562_RS25230,K562_RS25230
K562_RS25235,K562_RS25235
K562_RS25240,K562_RS25240
K562_RS25245,K562_RS25245
K562_RS25250,K562_RS25250
K562_RS25255,K562_RS25255
K562_RS25260,K562_RS25260
K562_RS25265,K562_RS25265
K562_RS25270,K562_RS25270
K562_RS25275,K562_RS25275
K562_RS25280,K562_RS25280
K562_RS25285,K562_RS25285
K562_RS25290,K562_RS25290
K562_RS25295,K562_RS25295
K562_RS25300,K562_RS25300
K562_RS25305,K562_RS25305
K562_RS25310,K562_RS25310
K562_RS25315,K562_RS25315
K562_RS25320,K562_RS25320
K562_RS25325,K562_RS25325
K562_RS25330,K562_RS25330
K562_RS25335,K562_RS25335
K562_RS25340,K562_RS25340
K562_RS25345,K562_RS25345
K562_RS25350,K562_RS25350
K562_RS25355,K562_RS25355
K562_RS25360,K562_RS25360
K562_RS25365,K562_RS25365
K562_RS25370,K562_RS25370
K562_RS25375,K562_RS25375
K562_RS25380,K562_RS25380
K562_RS25385,K562_RS25385
K562_RS25390,K562_RS25390
K562_RS25395,K562_RS25395
K562_RS25400,K562_RS25400
K562_RS25405,K562_RS25405
K562_RS25410,K562_RS25410
K562_RS25415,K562_RS25415
K562_RS25420,K562_RS25420
K562_RS25425,K562_RS25425
K562_RS25430,K562_RS25430
K562_RS25435,K562_RS25435
K562_RS25440,K562_RS25440
K562_RS25445,K562_RS25445
K562_RS25450,K562_RS25450
K562_RS25455,K562_RS25455
K562_RS25460,K562_RS25460
K562_RS25465,K562_RS25465
K562_RS25470,K562_RS25470
K562_RS25475,K562_RS25475
K562_RS25480,K562_RS25480
K562_RS25485,K562_RS25485
K562_RS25490,K562_RS25490
K562_RS25495,K562_RS25495
K562_RS25500,K562_RS25500
K562_RS25505,K562_RS25505
K562_RS25510,K562_RS25510
K562_RS25515,K562_RS25515
K562_RS25520,K562_RS25520
K562_RS25525,K562_RS25525
K562_RS25530,K562_RS25530
K562_RS25535,K562_RS25535
K562_RS25540,K562_RS25540
K562_RS25545,K562_RS25545
K562_RS25550,K562_RS25550
K562_RS25555,K562_RS25555
K562_RS25560,K562_RS25560
K562_RS35590,K562_RS35590
K562_RS25565,K562_RS25565
K562_RS25570,K562_RS25570
K562_RS25575,K562_RS25575
K562_RS25580,K562_RS25580
K562_RS25585,K562_RS25585
K562_RS25590,K562_RS25590
K562_RS25595,K562_RS25595
K562_RS25600,K562_RS25600
K562_RS25605,K562_RS25605
K562_RS25610,K562_RS25610
K562_RS25615,K562_RS25615
K562_RS25620,K562_RS25620
K562_RS25625,K562_RS25625
K562_RS25630,K562_RS25630
K562_RS25635,K562_RS25635
K562_RS25640,K562_RS25640
K562_RS25645,K562_RS25645
K562_RS25650,K562_RS25650
K562_RS25655,K562_RS25655
K562_RS25660,K562_RS25660
K562_RS25665,K562_RS25665
K562_RS25670,K562_RS25670
K562_RS25675,K562_RS25675
K562_RS25680,K562_RS25680
K562_RS25685,K562_RS25685
K562_RS25690,K562_RS25690
K562_RS25695,K562_RS25695
K562_RS25700,K562_RS25700
K562_RS25705,K562_RS25705
K562_RS25710,K562_RS25710
K562_RS25715,K562_RS25715
K562_RS25720,K562_RS25720
K562_RS25725,K562_RS25725
K562_RS25730,K562_RS25730
K562_RS25735,K562_RS25735
K562_RS25740,K562_RS25740
K562_RS25745,K562_RS25745
K562_RS25750,K562_RS25750
K562_RS25755,K562_RS25755
K562_RS25760,K562_RS25760
K562_RS25765,K562_RS25765
K562_RS25770,K562_RS25770
K562_RS25775,K562_RS25775
K562_RS25780,K562_RS25780
K562_RS25785,K562_RS25785
K562_RS25790,K562_RS25790
K562_RS25795,K562_RS25795
K562_RS25800,K562_RS25800
K562_RS25805,K562_RS25805
K562_RS25810,K562_RS25810
K562_RS25815,K562_RS25815
K562_RS25820,K562_RS25820
K562_RS25825,K562_RS25825
K562_RS25830,K562_RS25830
K562_RS25835,K562_RS25835
K562_RS25840,K562_RS25840
K562_RS25845,K562_RS25845
K562_RS25850,K562_RS25850
K562_RS25855,K562_RS25855
K562_RS25860,K562_RS25860
K562_RS25865,K562_RS25865
K562_RS25870,K562_RS25870
K562_RS25875,K562_RS25875
K562_RS25880,K562_RS25880
K562_RS25885,K562_RS25885
K562_RS25890,K562_RS25890
K562_RS25895,K562_RS25895
K562_RS25900,K562_RS25900
K562_RS25905,K562_RS25905
K562_RS25910,K562_RS25910
K562_RS25915,K562_RS25915
K562_RS25920,K562_RS25920
K562_RS25925,K562_RS25925
K562_RS25930,K562_RS25930
K562_RS25935,K562_RS25935
K562_RS25940,K562_RS25940
K562_RS25945,K562_RS25945
K562_RS25950,K562_RS25950
K562_RS25955,K562_RS25955
K562_RS25960,K562_RS25960
K562_RS25965,K562_RS25965
K562_RS25970,K562_RS25970
K562_RS25975,K562_RS25975
K562_RS25980,K562_RS25980
K562_RS25985,K562_RS25985
K562_RS25990,K562_RS25990
K562_RS25995,K562_RS25995
K562_RS26000,K562_RS26000
K562_RS26005,K562_RS26005
K562_RS26010,K562_RS26010
K562_RS26015,K562_RS26015
K562_RS26020,K562_RS26020
K562_RS26025,K562_RS26025
K562_RS26030,K562_RS26030
K562_RS26035,K562_RS26035
K562_RS26040,K562_RS26040
K562_RS26045,K562_RS26045
K562_RS26050,K562_RS26050
K562_RS26055,K562_RS26055
K562_RS26060,K562_RS26060
K562_RS26065,K562_RS26065
K562_RS26070,K562_RS26070
K562_RS26075,K562_RS26075
K562_RS26080,K562_RS26080
K562_RS26085,K562_RS26085
K562_RS26090,K562_RS26090
K562_RS26095,K562_RS26095
K562_RS26100,K562_RS26100
K562_RS26105,K562_RS26105
K562_RS26110,K562_RS26110
K562_RS26115,K562_RS26115
K562_RS26120,K562_RS26120
K562_RS26125,K562_RS26125
K562_RS26130,K562_RS26130
K562_RS26135,K562_RS26135
K562_RS26140,K562_RS26140
K562_RS26145,K562_RS26145
K562_RS26150,K562_RS26150
K562_RS26155,K562_RS26155
K562_RS26160,K562_RS26160
K562_RS26165,K562_RS26165
K562_RS26170,K562_RS26170
K562_RS26175,K562_RS26175
K562_RS26180,K562_RS26180
K562_RS26185,K562_RS26185
K562_RS26190,K562_RS26190
K562_RS26195,K562_RS26195
K562_RS26200,K562_RS26200
K562_RS26205,K562_RS26205
K562_RS26210,K562_RS26210
K562_RS26215,K562_RS26215
K562_RS26220,K562_RS26220
K562_RS26225,K562_RS26225
K562_RS26230,K562_RS26230
K562_RS26235,K562_RS26235
K562_RS26240,K562_RS26240
K562_RS26245,K562_RS26245
K562_RS26250,K562_RS26250
K562_RS26255,K562_RS26255
K562_RS26260,K562_RS26260
K562_RS26265,K562_RS26265
K562_RS26270,K562_RS26270
K562_RS26275,K562_RS26275
K562_RS35825,K562_RS35825
K562_RS26285,K562_RS26285
K562_RS26290,K562_RS26290
K562_RS26295,K562_RS26295
K562_RS26300,K562_RS26300
K562_RS26305,K562_RS26305
K562_RS26310,K562_RS26310
K562_RS26315,K562_RS26315
K562_RS26320,K562_RS26320
K562_RS26325,K562_RS26325
K562_RS26330,K562_RS26330
K562_RS26335,K562_RS26335
K562_RS26340,K562_RS26340
K562_RS26345,K562_RS26345
K562_RS26350,K562_RS26350
K562_RS26355,K562_RS26355
K562_RS26360,K562_RS26360
K562_RS26365,K562_RS26365
K562_RS26370,K562_RS26370
K562_RS26375,K562_RS26375
K562_RS26380,K562_RS26380
K562_RS26385,K562_RS26385
K562_RS26390,K562_RS26390
K562_RS26395,K562_RS26395
K562_RS26400,K562_RS26400
K562_RS26405,K562_RS26405
K562_RS26410,K562_RS26410
K562_RS26415,K562_RS26415
K562_RS26420,K562_RS26420
K562_RS26425,K562_RS26425
K562_RS26430,K562_RS26430
K562_RS26435,K562_RS26435
K562_RS26440,K562_RS26440
K562_RS26445,K562_RS26445
K562_RS26450,K562_RS26450
K562_RS26455,K562_RS26455
K562_RS26460,K562_RS26460
K562_RS26465,K562_RS26465
K562_RS26470,K562_RS26470
K562_RS26475,K562_RS26475
K562_RS26480,K562_RS26480
K562_RS26485,K562_RS26485
K562_RS26490,K562_RS26490
K562_RS26495,K562_RS26495
